TABLE_SCHEMA,TABLE_NAME,n_date_typed,n_money_typed,n_recovery_named,n_claim_named,n_cols,date_cols,money_cols
dbo,RXFlippedCEMMining_OIPrime_WellpointEdwardRX_FindCorrectClaimKey,6,11,2,13,116,"DateFilled, DateWritten, DateAdjudicated, DatePaid, CheckDate, EffectiveDate, TerminationDate, MemberDOB","IncentiveAmountSubmitted, FlatSalesTaxAmountSubmitted, PercentageSalesTaxAmountSubmitted, OtherAmountClaimedSubmittedQualifier1, OtherAmountClaimedSubmitted1, OtherAmountClaimedSubmittedQualifier2, OtherAmountClaimedSubmitted2, OtherAmountClaimedSubmittedQualifier3, OtherAmountClaimedSubmitted3, GrossAmountDue, PatientPayAmount, IngredientCostPaid, DispensingFeePaid, FlatSalesTaxAmountPaid, PercentageSalesTaxAmountPaid, IncentiveAmountPaid, ProfessionalServiceFeePaid, OtherPayerAmountRecognized, TotalAmountPaid, AmountAppliedToPeriodicDeductible, AmountAttributedToCoverageGap, AmountAttributedToProcessorFee, AmountAttributedToProductSelection, AmountAttributedToProductSelectionBrandDrug, AmountAttributedToProductSelectionBrandNonPreferredFormularySelection, AmountAttributedToProductSelectionNonPreferredFormularySelection, AmountAttributedToProviderNetworkSelection, AmountAttributedToSalesTax, AmountExceedingPeriodicBenefitMaximum, AmountOfCopay, AmountOfCoinsurance, LowIncomeSubsidyAmount, DatePaid, CheckDate, CheckNumber, OtherAmountPaid1, OtherAmountPaidQualifier1, OtherAmountPaid2, OtherAmountPaidQualifier2, OtherAmountPaid3, OtherAmountPaidQualifier3, NonCoveredAmount, ClaimRootPaidAmount, PBMClaimNumberPaidAmount"
dbo,RXFlippedCEMMining_OIPrime_WellpointEdwardRX_Client_OI_Claims,9,11,2,13,132,"PrimacyWindowStartDate, PrimacyWindowTermDate, DOB, DateFilled, DateWritten, DateAdjudicated, DatePaid, CheckDate, EffectiveDate, TerminationDate, MemberDOB","IncentiveAmountSubmitted, FlatSalesTaxAmountSubmitted, PercentageSalesTaxAmountSubmitted, OtherAmountClaimedSubmittedQualifier1, OtherAmountClaimedSubmitted1, OtherAmountClaimedSubmittedQualifier2, OtherAmountClaimedSubmitted2, OtherAmountClaimedSubmittedQualifier3, OtherAmountClaimedSubmitted3, GrossAmountDue, PatientPayAmount, IngredientCostPaid, DispensingFeePaid, FlatSalesTaxAmountPaid, PercentageSalesTaxAmountPaid, IncentiveAmountPaid, ProfessionalServiceFeePaid, OtherPayerAmountRecognized, TotalAmountPaid, AmountAppliedToPeriodicDeductible, AmountAttributedToCoverageGap, AmountAttributedToProcessorFee, AmountAttributedToProductSelection, AmountAttributedToProductSelectionBrandDrug, AmountAttributedToProductSelectionBrandNonPreferredFormularySelection, AmountAttributedToProductSelectionNonPreferredFormularySelection, AmountAttributedToProviderNetworkSelection, AmountAttributedToSalesTax, AmountExceedingPeriodicBenefitMaximum, AmountOfCopay, AmountOfCoinsurance, LowIncomeSubsidyAmount, DatePaid, CheckDate, CheckNumber, OtherAmountPaid1, OtherAmountPaidQualifier1, OtherAmountPaid2, OtherAmountPaidQualifier2, OtherAmountPaid3, OtherAmountPaidQualifier3, NonCoveredAmount, ClaimRootPaidAmount, PBMClaimNumberPaidAmount"
dbo,RXFlippedCEMMining_OIPrime_WellpointEdwardRX_WellpointFinalTable,9,11,2,13,133,"PrimacyWindowStartDate, PrimacyWindowTermDate, DOB, DateFilled, DateWritten, DateAdjudicated, DatePaid, CheckDate, EffectiveDate, TerminationDate, MemberDOB","IncentiveAmountSubmitted, FlatSalesTaxAmountSubmitted, PercentageSalesTaxAmountSubmitted, OtherAmountClaimedSubmittedQualifier1, OtherAmountClaimedSubmitted1, OtherAmountClaimedSubmittedQualifier2, OtherAmountClaimedSubmitted2, OtherAmountClaimedSubmittedQualifier3, OtherAmountClaimedSubmitted3, GrossAmountDue, PatientPayAmount, IngredientCostPaid, DispensingFeePaid, FlatSalesTaxAmountPaid, PercentageSalesTaxAmountPaid, IncentiveAmountPaid, ProfessionalServiceFeePaid, OtherPayerAmountRecognized, TotalAmountPaid, AmountAppliedToPeriodicDeductible, AmountAttributedToCoverageGap, AmountAttributedToProcessorFee, AmountAttributedToProductSelection, AmountAttributedToProductSelectionBrandDrug, AmountAttributedToProductSelectionBrandNonPreferredFormularySelection, AmountAttributedToProductSelectionNonPreferredFormularySelection, AmountAttributedToProviderNetworkSelection, AmountAttributedToSalesTax, AmountExceedingPeriodicBenefitMaximum, AmountOfCopay, AmountOfCoinsurance, LowIncomeSubsidyAmount, DatePaid, CheckDate, CheckNumber, OtherAmountPaid1, OtherAmountPaidQualifier1, OtherAmountPaid2, OtherAmountPaidQualifier2, OtherAmountPaid3, OtherAmountPaidQualifier3, NonCoveredAmount, ClaimRootPaidAmount, PBMClaimNumberPaidAmount"
dbo,RXFlippedCEMMining_WellpointEdwardRX_Client_OI_Claims,9,11,2,13,132,"PrimacyWindowStartDate, PrimacyWindowTermDate, DOB, DateFilled, DateWritten, DateAdjudicated, DatePaid, CheckDate, EffectiveDate, TerminationDate, MemberDOB","IncentiveAmountSubmitted, FlatSalesTaxAmountSubmitted, PercentageSalesTaxAmountSubmitted, OtherAmountClaimedSubmittedQualifier1, OtherAmountClaimedSubmitted1, OtherAmountClaimedSubmittedQualifier2, OtherAmountClaimedSubmitted2, OtherAmountClaimedSubmittedQualifier3, OtherAmountClaimedSubmitted3, GrossAmountDue, PatientPayAmount, IngredientCostPaid, DispensingFeePaid, FlatSalesTaxAmountPaid, PercentageSalesTaxAmountPaid, IncentiveAmountPaid, ProfessionalServiceFeePaid, OtherPayerAmountRecognized, TotalAmountPaid, AmountAppliedToPeriodicDeductible, AmountAttributedToCoverageGap, AmountAttributedToProcessorFee, AmountAttributedToProductSelection, AmountAttributedToProductSelectionBrandDrug, AmountAttributedToProductSelectionBrandNonPreferredFormularySelection, AmountAttributedToProductSelectionNonPreferredFormularySelection, AmountAttributedToProviderNetworkSelection, AmountAttributedToSalesTax, AmountExceedingPeriodicBenefitMaximum, AmountOfCopay, AmountOfCoinsurance, LowIncomeSubsidyAmount, DatePaid, CheckDate, CheckNumber, OtherAmountPaid1, OtherAmountPaidQualifier1, OtherAmountPaid2, OtherAmountPaidQualifier2, OtherAmountPaid3, OtherAmountPaidQualifier3, NonCoveredAmount, ClaimRootPaidAmount, PBMClaimNumberPaidAmount"
dbo,RXFlippedCEMMining_WellpointEdwardRX_FindCorrectClaimKey,6,11,2,13,116,"DateFilled, DateWritten, DateAdjudicated, DatePaid, CheckDate, EffectiveDate, TerminationDate, MemberDOB","IncentiveAmountSubmitted, FlatSalesTaxAmountSubmitted, PercentageSalesTaxAmountSubmitted, OtherAmountClaimedSubmittedQualifier1, OtherAmountClaimedSubmitted1, OtherAmountClaimedSubmittedQualifier2, OtherAmountClaimedSubmitted2, OtherAmountClaimedSubmittedQualifier3, OtherAmountClaimedSubmitted3, GrossAmountDue, PatientPayAmount, IngredientCostPaid, DispensingFeePaid, FlatSalesTaxAmountPaid, PercentageSalesTaxAmountPaid, IncentiveAmountPaid, ProfessionalServiceFeePaid, OtherPayerAmountRecognized, TotalAmountPaid, AmountAppliedToPeriodicDeductible, AmountAttributedToCoverageGap, AmountAttributedToProcessorFee, AmountAttributedToProductSelection, AmountAttributedToProductSelectionBrandDrug, AmountAttributedToProductSelectionBrandNonPreferredFormularySelection, AmountAttributedToProductSelectionNonPreferredFormularySelection, AmountAttributedToProviderNetworkSelection, AmountAttributedToSalesTax, AmountExceedingPeriodicBenefitMaximum, AmountOfCopay, AmountOfCoinsurance, LowIncomeSubsidyAmount, DatePaid, CheckDate, CheckNumber, OtherAmountPaid1, OtherAmountPaidQualifier1, OtherAmountPaid2, OtherAmountPaidQualifier2, OtherAmountPaid3, OtherAmountPaidQualifier3, NonCoveredAmount, ClaimRootPaidAmount, PBMClaimNumberPaidAmount"
dbo,RXFlippedCEMMining_WellpointEdwardRX_WellpointFinalTable,9,11,2,13,133,"PrimacyWindowStartDate, PrimacyWindowTermDate, DOB, DateFilled, DateWritten, DateAdjudicated, DatePaid, CheckDate, EffectiveDate, TerminationDate, MemberDOB","IncentiveAmountSubmitted, FlatSalesTaxAmountSubmitted, PercentageSalesTaxAmountSubmitted, OtherAmountClaimedSubmittedQualifier1, OtherAmountClaimedSubmitted1, OtherAmountClaimedSubmittedQualifier2, OtherAmountClaimedSubmitted2, OtherAmountClaimedSubmittedQualifier3, OtherAmountClaimedSubmitted3, GrossAmountDue, PatientPayAmount, IngredientCostPaid, DispensingFeePaid, FlatSalesTaxAmountPaid, PercentageSalesTaxAmountPaid, IncentiveAmountPaid, ProfessionalServiceFeePaid, OtherPayerAmountRecognized, TotalAmountPaid, AmountAppliedToPeriodicDeductible, AmountAttributedToCoverageGap, AmountAttributedToProcessorFee, AmountAttributedToProductSelection, AmountAttributedToProductSelectionBrandDrug, AmountAttributedToProductSelectionBrandNonPreferredFormularySelection, AmountAttributedToProductSelectionNonPreferredFormularySelection, AmountAttributedToProviderNetworkSelection, AmountAttributedToSalesTax, AmountExceedingPeriodicBenefitMaximum, AmountOfCopay, AmountOfCoinsurance, LowIncomeSubsidyAmount, DatePaid, CheckDate, CheckNumber, OtherAmountPaid1, OtherAmountPaidQualifier1, OtherAmountPaid2, OtherAmountPaidQualifier2, OtherAmountPaid3, OtherAmountPaidQualifier3, NonCoveredAmount, ClaimRootPaidAmount, PBMClaimNumberPaidAmount"
dbo,NCStateRxRetroTermStep7,6,42,2,12,145,"DateFilled, DateWritten, DateAdjudicated, DatePaid, CheckDate, cDateOfService","totalAmtPaid, IncentiveAmountSubmitted, FlatSalesTaxAmountSubmitted, PercentageSalesTaxAmountSubmitted, OtherAmountClaimedSubmittedQualifier1, OtherAmountClaimedSubmitted1, OtherAmountClaimedSubmittedQualifier2, OtherAmountClaimedSubmitted2, OtherAmountClaimedSubmittedQualifier3, OtherAmountClaimedSubmitted3, GrossAmountDue, PatientPayAmount, IngredientCostPaid, DispensingFeePaid, FlatSalesTaxAmountPaid, PercentageSalesTaxAmountPaid, IncentiveAmountPaid, ProfessionalServiceFeePaid, OtherPayerAmountRecognized, TotalAmountPaid, AmountAppliedToPeriodicDeductible, AmountAttributedToCoverageGap, AmountAttributedToProcessorFee, AmountAttributedToProductSelection, AmountAttributedToProductSelectionBrandDrug, AmountAttributedToProductSelectionBrandNonPreferredFormularySelection, AmountAttributedToProductSelectionNonPreferredFormularySelection, AmountAttributedToProviderNetworkSelection, AmountAttributedToSalesTax, AmountExceedingPeriodicBenefitMaximum, AmountOfCopay, AmountOfCoinsurance, LowIncomeSubsidyAmount, DatePaid, CheckDate, CheckNumber, OtherAmountPaid1, OtherAmountPaidQualifier1, OtherAmountPaid2, OtherAmountPaidQualifier2, OtherAmountPaid3, OtherAmountPaidQualifier3, OPARAmount, NetAmountDueTotalAmountBilledPaid, CB5OTHAmount1"
dbo,NCStateRxRetroTermStep4,6,42,2,12,145,"DateFilled, DateWritten, DateAdjudicated, DatePaid, CheckDate, cDateOfService","totalAmtPaid, IncentiveAmountSubmitted, FlatSalesTaxAmountSubmitted, PercentageSalesTaxAmountSubmitted, OtherAmountClaimedSubmittedQualifier1, OtherAmountClaimedSubmitted1, OtherAmountClaimedSubmittedQualifier2, OtherAmountClaimedSubmitted2, OtherAmountClaimedSubmittedQualifier3, OtherAmountClaimedSubmitted3, GrossAmountDue, PatientPayAmount, IngredientCostPaid, DispensingFeePaid, FlatSalesTaxAmountPaid, PercentageSalesTaxAmountPaid, IncentiveAmountPaid, ProfessionalServiceFeePaid, OtherPayerAmountRecognized, TotalAmountPaid, AmountAppliedToPeriodicDeductible, AmountAttributedToCoverageGap, AmountAttributedToProcessorFee, AmountAttributedToProductSelection, AmountAttributedToProductSelectionBrandDrug, AmountAttributedToProductSelectionBrandNonPreferredFormularySelection, AmountAttributedToProductSelectionNonPreferredFormularySelection, AmountAttributedToProviderNetworkSelection, AmountAttributedToSalesTax, AmountExceedingPeriodicBenefitMaximum, AmountOfCopay, AmountOfCoinsurance, LowIncomeSubsidyAmount, DatePaid, CheckDate, CheckNumber, OtherAmountPaid1, OtherAmountPaidQualifier1, OtherAmountPaid2, OtherAmountPaidQualifier2, OtherAmountPaid3, OtherAmountPaidQualifier3, OPARAmount, NetAmountDueTotalAmountBilledPaid, CB5OTHAmount1"
dbo,qryPPPCenteneRxMcdVsMedicareStage4,9,38,2,12,158,"MatchedDate, MedEffectiveDate, MedTermDate, DateFilled, DateWritten, DateAdjudicated, DatePaid, CheckDate, BirthDate","IncentiveAmountSubmitted, FlatSalesTaxAmountSubmitted, PercentageSalesTaxAmountSubmitted, OtherAmountClaimedSubmittedQualifier1, OtherAmountClaimedSubmitted1, OtherAmountClaimedSubmittedQualifier2, OtherAmountClaimedSubmitted2, OtherAmountClaimedSubmittedQualifier3, OtherAmountClaimedSubmitted3, GrossAmountDue, PatientPayAmount, IngredientCostPaid, DispensingFeePaid, FlatSalesTaxAmountPaid, PercentageSalesTaxAmountPaid, IncentiveAmountPaid, ProfessionalServiceFeePaid, OtherPayerAmountRecognized, TotalAmountPaid, AmountAppliedToPeriodicDeductible, AmountAttributedToCoverageGap, AmountAttributedToProcessorFee, AmountAttributedToProductSelection, AmountAttributedToProductSelectionBrandDrug, AmountAttributedToProductSelectionBrandNonPreferredFormularySelection, AmountAttributedToProductSelectionNonPreferredFormularySelection, AmountAttributedToProviderNetworkSelection, AmountAttributedToSalesTax, AmountExceedingPeriodicBenefitMaximum, AmountOfCopay, AmountOfCoinsurance, LowIncomeSubsidyAmount, DatePaid, CheckDate, CheckNumber, OtherAmountPaid1, OtherAmountPaidQualifier1, OtherAmountPaid2, OtherAmountPaidQualifier2, OtherAmountPaid3, OtherAmountPaidQualifier3, AmountBilled"
dev,qryPPPCenteneRxMcdVsEnrichEligCommFinal,11,38,2,12,173,"MatchedDate, MedEffectiveDate, MedTermDate, MedPatDOB, DateFilled, DateWritten, DateAdjudicated, DatePaid, CheckDate, BirthDate, PBMPatientDOB","IncentiveAmountSubmitted, FlatSalesTaxAmountSubmitted, PercentageSalesTaxAmountSubmitted, OtherAmountClaimedSubmittedQualifier1, OtherAmountClaimedSubmitted1, OtherAmountClaimedSubmittedQualifier2, OtherAmountClaimedSubmitted2, OtherAmountClaimedSubmittedQualifier3, OtherAmountClaimedSubmitted3, GrossAmountDue, PatientPayAmount, IngredientCostPaid, DispensingFeePaid, FlatSalesTaxAmountPaid, PercentageSalesTaxAmountPaid, IncentiveAmountPaid, ProfessionalServiceFeePaid, OtherPayerAmountRecognized, TotalAmountPaid, AmountAppliedToPeriodicDeductible, AmountAttributedToCoverageGap, AmountAttributedToProcessorFee, AmountAttributedToProductSelection, AmountAttributedToProductSelectionBrandDrug, AmountAttributedToProductSelectionBrandNonPreferredFormularySelection, AmountAttributedToProductSelectionNonPreferredFormularySelection, AmountAttributedToProviderNetworkSelection, AmountAttributedToSalesTax, AmountExceedingPeriodicBenefitMaximum, AmountOfCopay, AmountOfCoinsurance, LowIncomeSubsidyAmount, DatePaid, CheckDate, CheckNumber, OtherAmountPaid1, OtherAmountPaidQualifier1, OtherAmountPaid2, OtherAmountPaidQualifier2, OtherAmountPaid3, OtherAmountPaidQualifier3, AmountBilled"
dbo,qryPPPCenteneRxMcdVsEnrichEligCommFinal_AutoBill,11,38,2,12,178,"MatchedDate, MedEffectiveDate, MedTermDate, MedPatDOB, DateFilled, DateWritten, DateAdjudicated, DatePaid, CheckDate, BirthDate, PBMPatientDOB","IncentiveAmountSubmitted, FlatSalesTaxAmountSubmitted, PercentageSalesTaxAmountSubmitted, OtherAmountClaimedSubmittedQualifier1, OtherAmountClaimedSubmitted1, OtherAmountClaimedSubmittedQualifier2, OtherAmountClaimedSubmitted2, OtherAmountClaimedSubmittedQualifier3, OtherAmountClaimedSubmitted3, GrossAmountDue, PatientPayAmount, IngredientCostPaid, DispensingFeePaid, FlatSalesTaxAmountPaid, PercentageSalesTaxAmountPaid, IncentiveAmountPaid, ProfessionalServiceFeePaid, OtherPayerAmountRecognized, TotalAmountPaid, AmountAppliedToPeriodicDeductible, AmountAttributedToCoverageGap, AmountAttributedToProcessorFee, AmountAttributedToProductSelection, AmountAttributedToProductSelectionBrandDrug, AmountAttributedToProductSelectionBrandNonPreferredFormularySelection, AmountAttributedToProductSelectionNonPreferredFormularySelection, AmountAttributedToProviderNetworkSelection, AmountAttributedToSalesTax, AmountExceedingPeriodicBenefitMaximum, AmountOfCopay, AmountOfCoinsurance, LowIncomeSubsidyAmount, DatePaid, CheckDate, CheckNumber, OtherAmountPaid1, OtherAmountPaidQualifier1, OtherAmountPaid2, OtherAmountPaidQualifier2, OtherAmountPaid3, OtherAmountPaidQualifier3, AmountBilled"
dev,qryPPPCenteneRxMcdVsEnrichEligCommStage4,11,38,2,12,173,"MatchedDate, MedEffectiveDate, MedTermDate, MedPatDOB, DateFilled, DateWritten, DateAdjudicated, DatePaid, CheckDate, BirthDate, PBMPatientDOB","IncentiveAmountSubmitted, FlatSalesTaxAmountSubmitted, PercentageSalesTaxAmountSubmitted, OtherAmountClaimedSubmittedQualifier1, OtherAmountClaimedSubmitted1, OtherAmountClaimedSubmittedQualifier2, OtherAmountClaimedSubmitted2, OtherAmountClaimedSubmittedQualifier3, OtherAmountClaimedSubmitted3, GrossAmountDue, PatientPayAmount, IngredientCostPaid, DispensingFeePaid, FlatSalesTaxAmountPaid, PercentageSalesTaxAmountPaid, IncentiveAmountPaid, ProfessionalServiceFeePaid, OtherPayerAmountRecognized, TotalAmountPaid, AmountAppliedToPeriodicDeductible, AmountAttributedToCoverageGap, AmountAttributedToProcessorFee, AmountAttributedToProductSelection, AmountAttributedToProductSelectionBrandDrug, AmountAttributedToProductSelectionBrandNonPreferredFormularySelection, AmountAttributedToProductSelectionNonPreferredFormularySelection, AmountAttributedToProviderNetworkSelection, AmountAttributedToSalesTax, AmountExceedingPeriodicBenefitMaximum, AmountOfCopay, AmountOfCoinsurance, LowIncomeSubsidyAmount, DatePaid, CheckDate, CheckNumber, OtherAmountPaid1, OtherAmountPaidQualifier1, OtherAmountPaid2, OtherAmountPaidQualifier2, OtherAmountPaid3, OtherAmountPaidQualifier3, AmountBilled"
dbo,CenteneNewPostCEM_test,8,38,2,12,139,"PrimacyWindowStartDate, PrimacyWindowTermDate, DateFilled, DateWritten, DateAdjudicated, DatePaid, CheckDate, BirthDate","IncentiveAmountSubmitted, FlatSalesTaxAmountSubmitted, PercentageSalesTaxAmountSubmitted, OtherAmountClaimedSubmittedQualifier1, OtherAmountClaimedSubmitted1, OtherAmountClaimedSubmittedQualifier2, OtherAmountClaimedSubmitted2, OtherAmountClaimedSubmittedQualifier3, OtherAmountClaimedSubmitted3, GrossAmountDue, PatientPayAmount, IngredientCostPaid, DispensingFeePaid, FlatSalesTaxAmountPaid, PercentageSalesTaxAmountPaid, IncentiveAmountPaid, ProfessionalServiceFeePaid, OtherPayerAmountRecognized, TotalAmountPaid, AmountAppliedToPeriodicDeductible, AmountAttributedToCoverageGap, AmountAttributedToProcessorFee, AmountAttributedToProductSelection, AmountAttributedToProductSelectionBrandDrug, AmountAttributedToProductSelectionBrandNonPreferredFormularySelection, AmountAttributedToProductSelectionNonPreferredFormularySelection, AmountAttributedToProviderNetworkSelection, AmountAttributedToSalesTax, AmountExceedingPeriodicBenefitMaximum, AmountOfCopay, AmountOfCoinsurance, LowIncomeSubsidyAmount, DatePaid, CheckDate, CheckNumber, OtherAmountPaid1, OtherAmountPaidQualifier1, OtherAmountPaid2, OtherAmountPaidQualifier2, OtherAmountPaid3, OtherAmountPaidQualifier3, AmountBilled"
dbo,CenteneNewPostCEM,8,38,2,12,139,"PrimacyWindowStartDate, PrimacyWindowTermDate, DateFilled, DateWritten, DateAdjudicated, DatePaid, CheckDate, BirthDate","IncentiveAmountSubmitted, FlatSalesTaxAmountSubmitted, PercentageSalesTaxAmountSubmitted, OtherAmountClaimedSubmittedQualifier1, OtherAmountClaimedSubmitted1, OtherAmountClaimedSubmittedQualifier2, OtherAmountClaimedSubmitted2, OtherAmountClaimedSubmittedQualifier3, OtherAmountClaimedSubmitted3, GrossAmountDue, PatientPayAmount, IngredientCostPaid, DispensingFeePaid, FlatSalesTaxAmountPaid, PercentageSalesTaxAmountPaid, IncentiveAmountPaid, ProfessionalServiceFeePaid, OtherPayerAmountRecognized, TotalAmountPaid, AmountAppliedToPeriodicDeductible, AmountAttributedToCoverageGap, AmountAttributedToProcessorFee, AmountAttributedToProductSelection, AmountAttributedToProductSelectionBrandDrug, AmountAttributedToProductSelectionBrandNonPreferredFormularySelection, AmountAttributedToProductSelectionNonPreferredFormularySelection, AmountAttributedToProviderNetworkSelection, AmountAttributedToSalesTax, AmountExceedingPeriodicBenefitMaximum, AmountOfCopay, AmountOfCoinsurance, LowIncomeSubsidyAmount, DatePaid, CheckDate, CheckNumber, OtherAmountPaid1, OtherAmountPaidQualifier1, OtherAmountPaid2, OtherAmountPaidQualifier2, OtherAmountPaid3, OtherAmountPaidQualifier3, AmountBilled"
dbo,qryPPPCenteneRxMcdVsEnrichEligCommFinal_AllGenLOBs,11,38,2,12,176,"MatchedDate, MedEffectiveDate, MedTermDate, MedPatDOB, DateFilled, DateWritten, DateAdjudicated, DatePaid, CheckDate, BirthDate, PBMPatientDOB","IncentiveAmountSubmitted, FlatSalesTaxAmountSubmitted, PercentageSalesTaxAmountSubmitted, OtherAmountClaimedSubmittedQualifier1, OtherAmountClaimedSubmitted1, OtherAmountClaimedSubmittedQualifier2, OtherAmountClaimedSubmitted2, OtherAmountClaimedSubmittedQualifier3, OtherAmountClaimedSubmitted3, GrossAmountDue, PatientPayAmount, IngredientCostPaid, DispensingFeePaid, FlatSalesTaxAmountPaid, PercentageSalesTaxAmountPaid, IncentiveAmountPaid, ProfessionalServiceFeePaid, OtherPayerAmountRecognized, TotalAmountPaid, AmountAppliedToPeriodicDeductible, AmountAttributedToCoverageGap, AmountAttributedToProcessorFee, AmountAttributedToProductSelection, AmountAttributedToProductSelectionBrandDrug, AmountAttributedToProductSelectionBrandNonPreferredFormularySelection, AmountAttributedToProductSelectionNonPreferredFormularySelection, AmountAttributedToProviderNetworkSelection, AmountAttributedToSalesTax, AmountExceedingPeriodicBenefitMaximum, AmountOfCopay, AmountOfCoinsurance, LowIncomeSubsidyAmount, DatePaid, CheckDate, CheckNumber, OtherAmountPaid1, OtherAmountPaidQualifier1, OtherAmountPaid2, OtherAmountPaidQualifier2, OtherAmountPaid3, OtherAmountPaidQualifier3, AmountBilled"
dbo,qryPPPCenteneRxMcdVsCMSEPartD_Final_AllGenLOBs,11,38,2,12,163,"MatchedDate, MedEffectiveDate, MedTermDate, MedPatDOB, RxPatDOB, DateFilled, DateWritten, DateAdjudicated, DatePaid, CheckDate, BirthDate","IncentiveAmountSubmitted, FlatSalesTaxAmountSubmitted, PercentageSalesTaxAmountSubmitted, OtherAmountClaimedSubmittedQualifier1, OtherAmountClaimedSubmitted1, OtherAmountClaimedSubmittedQualifier2, OtherAmountClaimedSubmitted2, OtherAmountClaimedSubmittedQualifier3, OtherAmountClaimedSubmitted3, GrossAmountDue, PatientPayAmount, IngredientCostPaid, DispensingFeePaid, FlatSalesTaxAmountPaid, PercentageSalesTaxAmountPaid, IncentiveAmountPaid, ProfessionalServiceFeePaid, OtherPayerAmountRecognized, TotalAmountPaid, AmountAppliedToPeriodicDeductible, AmountAttributedToCoverageGap, AmountAttributedToProcessorFee, AmountAttributedToProductSelection, AmountAttributedToProductSelectionBrandDrug, AmountAttributedToProductSelectionBrandNonPreferredFormularySelection, AmountAttributedToProductSelectionNonPreferredFormularySelection, AmountAttributedToProviderNetworkSelection, AmountAttributedToSalesTax, AmountExceedingPeriodicBenefitMaximum, AmountOfCopay, AmountOfCoinsurance, LowIncomeSubsidyAmount, DatePaid, CheckDate, CheckNumber, OtherAmountPaid1, OtherAmountPaidQualifier1, OtherAmountPaid2, OtherAmountPaidQualifier2, OtherAmountPaid3, OtherAmountPaidQualifier3, AmountBilled"
dbo,qryPPPCenteneRxMcdVsGeorgiaTPLStage2,11,38,2,12,159,"MatchedDate, MedDOB, MedEffectiveDate, MedTermDate, RxPatDOB, DateFilled, DateWritten, DateAdjudicated, DatePaid, CheckDate, BirthDate","IncentiveAmountSubmitted, FlatSalesTaxAmountSubmitted, PercentageSalesTaxAmountSubmitted, OtherAmountClaimedSubmittedQualifier1, OtherAmountClaimedSubmitted1, OtherAmountClaimedSubmittedQualifier2, OtherAmountClaimedSubmitted2, OtherAmountClaimedSubmittedQualifier3, OtherAmountClaimedSubmitted3, GrossAmountDue, PatientPayAmount, IngredientCostPaid, DispensingFeePaid, FlatSalesTaxAmountPaid, PercentageSalesTaxAmountPaid, IncentiveAmountPaid, ProfessionalServiceFeePaid, OtherPayerAmountRecognized, TotalAmountPaid, AmountAppliedToPeriodicDeductible, AmountAttributedToCoverageGap, AmountAttributedToProcessorFee, AmountAttributedToProductSelection, AmountAttributedToProductSelectionBrandDrug, AmountAttributedToProductSelectionBrandNonPreferredFormularySelection, AmountAttributedToProductSelectionNonPreferredFormularySelection, AmountAttributedToProviderNetworkSelection, AmountAttributedToSalesTax, AmountExceedingPeriodicBenefitMaximum, AmountOfCopay, AmountOfCoinsurance, LowIncomeSubsidyAmount, DatePaid, CheckDate, CheckNumber, OtherAmountPaid1, OtherAmountPaidQualifier1, OtherAmountPaid2, OtherAmountPaidQualifier2, OtherAmountPaid3, OtherAmountPaidQualifier3, AmountBilled"
dev,TFS924088qryPPPCenteneRxMcdVsGeorgiaTPLStage2,11,38,2,12,159,"MatchedDate, MedDOB, MedEffectiveDate, MedTermDate, RxPatDOB, DateFilled, DateWritten, DateAdjudicated, DatePaid, CheckDate, BirthDate","IncentiveAmountSubmitted, FlatSalesTaxAmountSubmitted, PercentageSalesTaxAmountSubmitted, OtherAmountClaimedSubmittedQualifier1, OtherAmountClaimedSubmitted1, OtherAmountClaimedSubmittedQualifier2, OtherAmountClaimedSubmitted2, OtherAmountClaimedSubmittedQualifier3, OtherAmountClaimedSubmitted3, GrossAmountDue, PatientPayAmount, IngredientCostPaid, DispensingFeePaid, FlatSalesTaxAmountPaid, PercentageSalesTaxAmountPaid, IncentiveAmountPaid, ProfessionalServiceFeePaid, OtherPayerAmountRecognized, TotalAmountPaid, AmountAppliedToPeriodicDeductible, AmountAttributedToCoverageGap, AmountAttributedToProcessorFee, AmountAttributedToProductSelection, AmountAttributedToProductSelectionBrandDrug, AmountAttributedToProductSelectionBrandNonPreferredFormularySelection, AmountAttributedToProductSelectionNonPreferredFormularySelection, AmountAttributedToProviderNetworkSelection, AmountAttributedToSalesTax, AmountExceedingPeriodicBenefitMaximum, AmountOfCopay, AmountOfCoinsurance, LowIncomeSubsidyAmount, DatePaid, CheckDate, CheckNumber, OtherAmountPaid1, OtherAmountPaidQualifier1, OtherAmountPaid2, OtherAmountPaidQualifier2, OtherAmountPaid3, OtherAmountPaidQualifier3, AmountBilled"
